title,rating,description,removed_punc,tokenized_description
good luck chuck,ur,"every time chuck break girlfriend, end engaged next boyfriend. soon, woman dating chuck hope meeting mr. right.",every time chuck break girlfriend end engaged next boyfriend soon woman dating chuck hope meeting mr right,"['every', 'time', 'chuck', 'break', 'girlfriend', 'end', 'engaged', 'next', 'boyfriend', 'soon', 'woman', 'dating', 'chuck', 'hope', 'meeting', 'mr', 'right']"
harold & kumar escape from guantanamo bay,r,harold kumar jump plane catch harold's love interest must change plan kumar accused terrorist.,harold kumar jump plane catch harolds love interest must change plan kumar accused terrorist,"['harold', 'kumar', 'jump', 'plane', 'catch', 'harolds', 'love', 'interest', 'must', 'change', 'plan', 'kumar', 'accused', 'terrorist']"
honey 2,pg-13,"determined prove street dancer, maria head juvie bronx rec center introduced dance idol, honey daniels.",determined prove street dancer maria head juvie bronx rec center introduced dance idol honey daniels,"['determined', 'prove', 'street', 'dancer', 'maria', 'head', 'juvie', 'bronx', 'rec', 'center', 'introduced', 'dance', 'idol', 'honey', 'daniels']"
hotel pacific,tv-ma,motivated teen strives rise dishwasher waiter luxury hotel tread abusive tide workplace hierarchy.,motivated teen strives rise dishwasher waiter luxury hotel tread abusive tide workplace hierarchy,"['motivated', 'teen', 'strives', 'rise', 'dishwasher', 'waiter', 'luxury', 'hotel', 'tread', 'abusive', 'tide', 'workplace', 'hierarchy']"
house of the witch,tv-14,group daring teen find fight life inside haunted house sinister spirit crash halloween party.,group daring teen find fight life inside haunted house sinister spirit crash halloween party,"['group', 'daring', 'teen', 'find', 'fight', 'life', 'inside', 'haunted', 'house', 'sinister', 'spirit', 'crash', 'halloween', 'party']"
inmates,tv-ma,"living one roof, five close-knit 20-somethings maneuver high low friendship, romantic entanglement finding themselves.",living one roof five closeknit somethings maneuver high low friendship romantic entanglement finding themselves,"['living', 'one', 'roof', 'five', 'closeknit', 'somethings', 'maneuver', 'high', 'low', 'friendship', 'romantic', 'entanglement', 'finding', 'themselves']"
jealousy and medicine,tv-ma,"tormented mistrust, businessman hire cagey tailor track wife's whereabouts doctor send mind abyss.",tormented mistrust businessman hire cagey tailor track wifes whereabouts doctor send mind abyss,"['tormented', 'mistrust', 'businessman', 'hire', 'cagey', 'tailor', 'track', 'wifes', 'whereabouts', 'doctor', 'send', 'mind', 'abyss']"
knowing,pg-13,mit astrophysics professor son unearth string number time capsule seem reveal cataclysm wipe humanity.,mit astrophysics professor son unearth string number time capsule seem reveal cataclysm wipe humanity,"['mit', 'astrophysics', 'professor', 'son', 'unearth', 'string', 'number', 'time', 'capsule', 'seem', 'reveal', 'cataclysm', 'wipe', 'humanity']"
limitless,tv-pg,documentary follows eight woman india struggle self-confidence society's expectation rediscover running.,documentary follows eight woman india struggle selfconfidence societys expectation rediscover running,"['documentary', 'follows', 'eight', 'woman', 'india', 'struggle', 'selfconfidence', 'societys', 'expectation', 'rediscover', 'running']"
limmy's show!,tv-ma,"scottish comic brian ""limmy"" limond headline sketch series featuring various role tv psychic costumed adventurer ""falconhoof.""",scottish comic brian limmy limond headline sketch series featuring various role tv psychic costumed adventurer falconhoof,"['scottish', 'comic', 'brian', 'limmy', 'limond', 'headline', 'sketch', 'series', 'featuring', 'various', 'role', 'tv', 'psychic', 'costumed', 'adventurer', 'falconhoof']"
little baby bum: go buster,tv-y,compilation preschooler feature peppy young bus first life experience bump road stop fun ride.,compilation preschooler feature peppy young bus first life experience bump road stop fun ride,"['compilation', 'preschooler', 'feature', 'peppy', 'young', 'bus', 'first', 'life', 'experience', 'bump', 'road', 'stop', 'fun', 'ride']"
medium,tv-ma,"1930s poland, powerful psychic steer group stranger toward fated convergence ensures survival one annihilation others.",s poland powerful psychic steer group stranger toward fated convergence ensures survival one annihilation others,"['s', 'poland', 'powerful', 'psychic', 'steer', 'group', 'stranger', 'toward', 'fated', 'convergence', 'ensures', 'survival', 'one', 'annihilation', 'others']"
men in black ii,pg-13,smith tommy lee jones reprise role two highly secretive unofficial government agent dealing thing evil alien.,smith tommy lee jones reprise role two highly secretive unofficial government agent dealing thing evil alien,"['smith', 'tommy', 'lee', 'jones', 'reprise', 'role', 'two', 'highly', 'secretive', 'unofficial', 'government', 'agent', 'dealing', 'thing', 'evil', 'alien']"
miniforce x,tv-y7-fv,zeno want use earth’s negative energy good – miniforce x stop space alien’s evil plans.,zeno want use earths negative energy good  miniforce x stop space aliens evil plans,"['zeno', 'want', 'use', 'earths', 'negative', 'energy', 'good', 'miniforce', 'x', 'stop', 'space', 'aliens', 'evil', 'plans']"
nikki glaser: bangin’,tv-ma,"nikki glaser bares blistering stand-up special sex, sobriety getting insecurities. spare details.",nikki glaser bares blistering standup special sex sobriety getting insecurities spare details,"['nikki', 'glaser', 'bares', 'blistering', 'standup', 'special', 'sex', 'sobriety', 'getting', 'insecurities', 'spare', 'details']"
no reservations,pg,"kate, uptight chef, find life turned upside sister dy car accident becomes niece's sole guardian.",kate uptight chef find life turned upside sister dy car accident becomes nieces sole guardian,"['kate', 'uptight', 'chef', 'find', 'life', 'turned', 'upside', 'sister', 'dy', 'car', 'accident', 'becomes', 'nieces', 'sole', 'guardian']"
ocean's thirteen,pg-13,entry all-star caper franchise find debonair con man danny ocean gang taking revenge double-crossing la vega kingpin.,entry allstar caper franchise find debonair con man danny ocean gang taking revenge doublecrossing la vega kingpin,"['entry', 'allstar', 'caper', 'franchise', 'find', 'debonair', 'con', 'man', 'danny', 'ocean', 'gang', 'taking', 'revenge', 'doublecrossing', 'la', 'vega', 'kingpin']"
ocean's twelve,pg-13,"danny ocean reunites old flame rest merry band thief caper covering three huge heist rome, paris amsterdam.",danny ocean reunites old flame rest merry band thief caper covering three huge heist rome paris amsterdam,"['danny', 'ocean', 'reunites', 'old', 'flame', 'rest', 'merry', 'band', 'thief', 'caper', 'covering', 'three', 'huge', 'heist', 'rome', 'paris', 'amsterdam']"
one direction: this is us,pg,award-winning documentarian morgan spurlock turn camera boy band phenomenon one direction combination concert film backstage pass.,awardwinning documentarian morgan spurlock turn camera boy band phenomenon one direction combination concert film backstage pass,"['awardwinning', 'documentarian', 'morgan', 'spurlock', 'turn', 'camera', 'boy', 'band', 'phenomenon', 'one', 'direction', 'combination', 'concert', 'film', 'backstage', 'pass']"
raging bull,r,"gritty biopic brutal boxer jake lamotta portrays tormented soul rising top sport, undone demons.",gritty biopic brutal boxer jake lamotta portrays tormented soul rising top sport undone demons,"['gritty', 'biopic', 'brutal', 'boxer', 'jake', 'lamotta', 'portrays', 'tormented', 'soul', 'rising', 'top', 'sport', 'undone', 'demons']"
rugrats in paris: the movie,g,rugrats take big screen visit paris mr. pickle get summoned fix giant robot euroreptarland theme park.,rugrats take big screen visit paris mr pickle get summoned fix giant robot euroreptarland theme park,"['rugrats', 'take', 'big', 'screen', 'visit', 'paris', 'mr', 'pickle', 'get', 'summoned', 'fix', 'giant', 'robot', 'euroreptarland', 'theme', 'park']"
scream 2,r,"gale written best-seller turned film. movie premiere loom closer, mysterious death begin again.",gale written bestseller turned film movie premiere loom closer mysterious death begin again,"['gale', 'written', 'bestseller', 'turned', 'film', 'movie', 'premiere', 'loom', 'closer', 'mysterious', 'death', 'begin', 'again']"
senna,pg-13,"fast-paced documentary profile ayrton senna, one greatest driver history formula one racing, hero native brazil.",fastpaced documentary profile ayrton senna one greatest driver history formula one racing hero native brazil,"['fastpaced', 'documentary', 'profile', 'ayrton', 'senna', 'one', 'greatest', 'driver', 'history', 'formula', 'one', 'racing', 'hero', 'native', 'brazil']"
signal,tv-14,"communicating via walkie-talkie transcends time, profiler 2015 detective 1989 join force tackle crime injustice.",communicating via walkietalkie transcends time profiler  detective  join force tackle crime injustice,"['communicating', 'via', 'walkietalkie', 'transcends', 'time', 'profiler', 'detective', 'join', 'force', 'tackle', 'crime', 'injustice']"
sin city,r,"intertwined tales, ex-con avenges hooker's death, gumshoe get mixed dangerous vixens, cop save dancer rapist.",intertwined tales excon avenges hookers death gumshoe get mixed dangerous vixens cop save dancer rapist,"['intertwined', 'tales', 'excon', 'avenges', 'hookers', 'death', 'gumshoe', 'get', 'mixed', 'dangerous', 'vixens', 'cop', 'save', 'dancer', 'rapist']"
sinister circle,tv-ma,psychologist mute son confront evil force site terrible tragedy involving ancestral ouija board demonic secret society.,psychologist mute son confront evil force site terrible tragedy involving ancestral ouija board demonic secret society,"['psychologist', 'mute', 'son', 'confront', 'evil', 'force', 'site', 'terrible', 'tragedy', 'involving', 'ancestral', 'ouija', 'board', 'demonic', 'secret', 'society']"
supergirl,pg,"loses city's vital power supply, kryptonian kara follows earth hope retrieving it. although gifted power like cousin superman, kara struggle defeat evil selena, control mighty object.",loses citys vital power supply kryptonian kara follows earth hope retrieving it although gifted power like cousin superman kara struggle defeat evil selena control mighty object,"['loses', 'citys', 'vital', 'power', 'supply', 'kryptonian', 'kara', 'follows', 'earth', 'hope', 'retrieving', 'it', 'although', 'gifted', 'power', 'like', 'cousin', 'superman', 'kara', 'struggle', 'defeat', 'evil', 'selena', 'control', 'mighty', 'object']"
superman returns,pg-13,"superman return metropolis, find lois lane moved another man lex luthor developing new plan rule world.",superman return metropolis find lois lane moved another man lex luthor developing new plan rule world,"['superman', 'return', 'metropolis', 'find', 'lois', 'lane', 'moved', 'another', 'man', 'lex', 'luthor', 'developing', 'new', 'plan', 'rule', 'world']"
surf's up,pg,oscar-nominated mockumentary go behind scene penguin world surfing championship get close-up look inventor surfing.,oscarnominated mockumentary go behind scene penguin world surfing championship get closeup look inventor surfing,"['oscarnominated', 'mockumentary', 'go', 'behind', 'scene', 'penguin', 'world', 'surfing', 'championship', 'get', 'closeup', 'look', 'inventor', 'surfing']"
the bounty hunter,pg-13,"bounty hunter milo boyd find latest assignment downright satisfying learns bail-jumper must chase ex-wife, nicole.",bounty hunter milo boyd find latest assignment downright satisfying learns bailjumper must chase exwife nicole,"['bounty', 'hunter', 'milo', 'boyd', 'find', 'latest', 'assignment', 'downright', 'satisfying', 'learns', 'bailjumper', 'must', 'chase', 'exwife', 'nicole']"
